element,id,geometry,description,heritage,historic,image,inscription,material,memorial,name,wikidata,height,start_date,amenity,wheelchair,architect:wikidata,covered,drinking_water,indoor,lit,tourism,heritage:operator,ref:lfd,wikimedia_commons,description:de,note,subject:wikidata,subject:wikipedia,artist_name,wikipedia,year_of_construction,artwork_type,colour,loc_name,min_height,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,created_by,ele,operator,public_transport,railway,railway:ref,railway:station_category,usage,access,entrance,area,memorial:conflict,website,format,format:top,lfd:criteria,milestone_type,network,panoramax,name:etymology:wikidata,source,name:etymology:wikipedia,board_type,information,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,check_date:opening_hours,opening_hours,phone,shop,alt_name,flood_date,flood_mark,support,name:de,stone_type,man_made,obelisk:material,obelisk:size,name:en,name:ru,note:de,name:fr,direction,disused,lining,hiking,natural,cemetery,historic:civilization,comment,classification,name:prefix,ref,related:wikipedia,short_name,survey_point:structure,abandoned:military,ruins,boundary,marker,level,length,building,bunker_type,location,military,leisure,place,fixme:wikipedia,toilets:wheelchair,moved,road,year,old_ref,aircraft:type,manufacturer,url,archaeological_site,fortification_type,pump,memorial:type,fixme,artist,backrest,inscription:de,inscription:en,seats,tomb,end_date,highway,name:signed,memorial:addr,person:date_of_birth,person:date_of_death,memorial:text,abandoned:amenity,labor_camp,prison_camp,exhibit,addr:suburb,buried:wikidata,buried:wikimedia_commons,buried:wikipedia,abandoned:man_made,grave,date,brewery,contact:facebook,cuisine,indoor_seating,microbrewery,outdoor_seating,wheelchair:description,beds,email,internet_access,internet_access:fee,rooms,subject:wikimedia_commons,model:wikidata,old_name,ship:type,survey_point:purpose,commemorates:wikidata,commemorates,name:wikipedia,memorial:date,memorial:event,religion,construction_year,direction_east,direction_west,named_after,artist:wikidata,railway_car,leaf_cycle,leaf_type,epigraph,material:de,object:city,object:country,object:housenumber,object:postcode,object:street,width,vehicle_part,electrified,gauge,railway:etcs,railway:preferred_direction,railway:preserved,railway:pzb,railway:track_ref,railway:traffic_mode,building:colour,building:levels,building:levels:underground,fee,roof:colour,roof:height,roof:shape,source:height,fax,building:name,contact:pinterest,contact:twitter,museum,castle_type,max_level,min_level,name:ar,name:es,roof:levels,architect,building:architecture,building:material,contact:youtube,denomination,diocese,emergency,name:be,name:he,name:nl,name:pl,name:uk,name:zh,opening_hours:url,roof:material,bridge,bridge:structure,layer,sac_scale,surface,est_height,roof:orientation,carriage,check_date:tracktype,motor_vehicle,smoothness,tracktype,building:use,disused:denomination,disused:religion,monument:genesis,tower:type,admin_level,government,office,cycleway:both,cycleway:both:lane,foot,hgv:conditional,lanes,lanes:backward,maxspeed,maxweight:hgv,parking:both,razed:railway,sidewalk,source:maxspeed,wheelchair:description:de,charge,disused:man_made,disused:amenity,payment:cash,payment:credit_cards,payment:debit_cards,xmas:day_date,xmas:feature,xmas:name,xmas:opening_hours,castle_type:de,abandoned:power,abandoned:substation,object:suburb,old_operator,water,name:ko,abandoned,functional,windmill:disused,windmill:vanes,3dr:type,building:part,kiln,operator:wikidata,power,substation,barrier,statue,railway:gnt,service,drinking_water:legal,light:method,intermittent,tunnel,waterway,ruins:tourism,cellar:use,storage,ruins:building,abandoned:railway,contact:email,contact:instagram,contact:website,handle,mechanical_driver,pump:style,deanery,parish,ruins:artificial,disused:highway,aeroway,building:min_level,outdoor,historic:period,was:highway,type,contact:phone,stars,operator:type,townhall:type,building:architecture:typology,bicycle,horse
way,238375907,"LINESTRING (13.6899822 51.0051639, 13.690196 51.0053317, 13.69039 51.005469)",,,railway,,,,,Windbergbahn,Q1656046,,,,,,,,,,,,,,,,,,,de:Windbergbahn,,,,,,,,,,,Windbergbahn e. V.,,rail,,,branch,,,,,https://www.saechsische-semmeringbahn.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1435,no,both,yes,no,1,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,siding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238375908,"LINESTRING (13.6915574 51.006841, 13.6910161 51.006249, 13.6908111 51.0060092, 13.6903847 51.0056142, 13.6900099 51.0052747, 13.6895797 51.0048792, 13.6895596 51.0048607, 13.6894854 51.0047919, 13.6893986 51.0046898, 13.6892527 51.0045149)",,,railway,,,,,Windbergbahn,Q1656046,,,,,,,,,,,,,,,,,,,de:Windbergbahn,,,,,,,,,,,Windbergbahn e. V.,,rail,,,branch,,,,,https://www.saechsische-semmeringbahn.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1435,no,both,yes,no,3,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238375909,"LINESTRING (13.6880769 51.0032499, 13.6878406 51.0030353, 13.6875872 51.0028173, 13.6874255 51.0026684, 13.6872787 51.0025292)",,,railway,,,,,Windbergbahn,Q1656046,,,,,,,,,,,,,,,,,,,de:Windbergbahn,,,,,,,,,,,Windbergbahn e. V.,,rail,,,branch,,,,,https://www.saechsische-semmeringbahn.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1435,no,both,yes,no,,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238413352,"POLYGON ((13.7293186 51.0527539, 13.7293311 51.0527732, 13.7292924 51.0527848, 13.7292783 51.0527658, 13.7293186 51.0527539))",,,yes,http://commons.wikimedia.org/wiki/File:Dresden_queckbrunnen.JPG,,,,Queckbrunnen,Q2122517,,,fountain,,,,no,,,,,,,,"ältester Brunnen in Dresden, 1461 erstmals urkundlich erwähnt",,,,de:Queckbrunnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238582225,"POLYGON ((13.7414559 51.0656063, 13.7416485 51.065729, 13.7416576 51.0657348, 13.7416685 51.0657417, 13.7418413 51.0658517, 13.7418546 51.0658435, 13.7418611 51.0658476, 13.7418691 51.0658426, 13.741877 51.0658476, 13.7418805 51.0658455, 13.7419615 51.065897, 13.7419583 51.065899, 13.7419665 51.0659041, 13.7419578 51.0659095, 13.741965 51.0659141, 13.7419502 51.0659232, 13.7420517 51.0659879, 13.7420479 51.0659902, 13.7421557 51.0660588, 13.7421589 51.0660568, 13.7421644 51.0660603, 13.7419084 51.0662191, 13.7416793 51.0660733, 13.7416425 51.0660961, 13.7416575 51.0661056, 13.7416422 51.0661151, 13.7416272 51.0661056, 13.7416151 51.0661131, 13.7402102 51.0652186, 13.7400936 51.0651321, 13.7401 51.0651282, 13.7401102 51.0651279, 13.7401154 51.0651243, 13.7401347 51.0651122, 13.7401598 51.0650966, 13.7403746 51.0649634, 13.7404201 51.0649352, 13.7404349 51.0649446, 13.7404411 51.0649407, 13.7404558 51.0649501, 13.7404621 51.0649463, 13.740484 51.0649602, 13.740509 51.0649762, 13.7405038 51.0649794, 13.7405244 51.0649925, 13.7405174 51.0649968, 13.7405318 51.065006, 13.7405272 51.0650088, 13.7406935 51.0651147, 13.7407127 51.0651269, 13.7407281 51.0651367, 13.7407763 51.0651674, 13.7408943 51.0652425, 13.7408992 51.0652395, 13.7409139 51.0652488, 13.7409273 51.0652405, 13.7409615 51.0652622, 13.7409598 51.0652672, 13.740961 51.0652715, 13.7409533 51.0652763, 13.7409813 51.0652941, 13.7410231 51.0653207, 13.7410312 51.0653156, 13.741039 51.0653206, 13.7410447 51.065317, 13.7410793 51.0653391, 13.7410732 51.0653428, 13.7410935 51.0653557, 13.7410814 51.0653632, 13.7411273 51.0653924, 13.7411394 51.0653849, 13.7411718 51.0654055, 13.7411592 51.0654133, 13.7412071 51.0654438, 13.7412194 51.0654362, 13.7412529 51.0654576, 13.74124 51.0654656, 13.7412816 51.0654921, 13.7412875 51.0654884, 13.7413065 51.0655005, 13.7413185 51.0654931, 13.741351 51.0655138, 13.7413584 51.0655185, 13.7413576 51.0655252, 13.7413618 51.065528, 13.741353 51.0655335, 13.7413792 51.0655502, 13.7414137 51.0655721, 13.7414206 51.0655675, 13.7414246 51.0655679, 13.7414292 51.06557, 13.7414384 51.0655704, 13.7414756 51.0655941, 13.7414559 51.0656063))",,yes,railway_station,https://commons.wikimedia.org/wiki/File%3A2016-03-04_Bahnhof_Dresden-Neustadt_by_DCB%E2%80%9310.jpg,,,,Bahnhof Dresden-Neustadt,Q800686,16,,,,,,,,,,,,,,,,,,de:Bahnhof Dresden-Neustadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,grey,,,,,,,,,,,,,,0,,,sandstone,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,242156011,"POLYGON ((13.7326011 51.0581779, 13.7326312 51.0581589, 13.7326614 51.0581779, 13.7326312 51.0581968, 13.7326011 51.0581779))",anlässlich des 185. Geburtstag und 125. Todestag am 10.10.2006 enthüllt,,memorial,https://commons.wikimedia.org/wiki/File:Dresden_Dostojewski-Denkmal.JPG,,,statue,Dostojewskij Denkmal,,,2006,,,,,,,,artwork,,,,,,Q991,de:Fjodor Michailowitsch Dostojewski,Alexander Rukawischnikow,,,statue,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.drki.de/online/drki/cis-web2_drki_de.nsf/Inhalt/Dosto_Denkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,242402944,"POLYGON ((13.7342561 51.0540038, 13.734231 51.0539933, 13.7342511 51.0539744, 13.7342762 51.0539849, 13.7342561 51.0540038))",,yes,memorial,https://commons.wikimedia.org/wiki/File%3ACarl.Maria.von.Weber.Dresden.Theaterplatz.jpg,,,statue,Carl-Maria-von-Weber-Denkmal,Q110682556,,,,,,,,,,,,,,,,,,,de:Zwinger (Dresden)#Carl-Maria-von-Weber-Denkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243209464,"POLYGON ((13.735774 51.0538689, 13.7357966 51.0538757, 13.7358017 51.0538833, 13.7358086 51.0538883, 13.735817 51.0538931, 13.7358272 51.053897, 13.7358418 51.0538998, 13.7358563 51.0539, 13.7358771 51.0539092, 13.7358946 51.0538952, 13.7359059 51.0538918, 13.7359176 51.053886, 13.7359278 51.0538787, 13.7359358 51.0538714, 13.7359434 51.0538629, 13.7359463 51.0538542, 13.7359474 51.0538441, 13.7359631 51.0538309, 13.7359441 51.0538235, 13.7359398 51.0538167, 13.7359339 51.05381, 13.7359267 51.053805, 13.7359157 51.0538008, 13.7359037 51.0537983, 13.7358891 51.0537972, 13.7358804 51.0537974, 13.7358545 51.0537885, 13.7358421 51.0538018, 13.7358276 51.0538075, 13.7358152 51.0538128, 13.7358046 51.0538194, 13.7357962 51.0538276, 13.7357911 51.053837, 13.7357882 51.0538457, 13.7357871 51.053856, 13.735774 51.0538689))",,yes,memorial,https://commons.wikimedia.org/wiki/File:Dresden_Reiterstandbild_K%C3%B6nig_Johann_8.JPG,,,statue,Reiterdenkmal König Johann von Sachsen,Q51110640,,1889,,yes,,,,,,,,,,,,,,Johannes Schilling,de:König-Johann-Denkmal,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reiterdenkmal König Johann von Sachsen,,,,,Statue of King John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243629857,"POLYGON ((13.7433364 51.0525813, 13.7434108 51.0526263, 13.7434187 51.0526204, 13.7434335 51.0526282, 13.7434256 51.0526339, 13.7434864 51.0526701, 13.7434957 51.0526635, 13.7435096 51.0526708, 13.7435 51.0526772, 13.7435785 51.0527226, 13.743583 51.0527196, 13.7436029 51.0527317, 13.7436162 51.0527235, 13.7436509 51.0527437, 13.7436442 51.0527477, 13.7436787 51.052768, 13.7437107 51.0527874, 13.7437169 51.0527831, 13.7437591 51.052809, 13.7437397 51.0528215, 13.7437513 51.0528292, 13.7437411 51.0528353, 13.7437844 51.0528609, 13.7437488 51.0528849, 13.7437444 51.0528818, 13.7437134 51.0529037, 13.7437188 51.0529068, 13.7437117 51.0529111, 13.7437354 51.0529258, 13.7437186 51.0529364, 13.7436946 51.0529234, 13.7436697 51.052941, 13.7436405 51.0529605, 13.743663 51.0529743, 13.7436449 51.0529863, 13.7436226 51.0529728, 13.7436146 51.0529778, 13.743609 51.0529743, 13.7435777 51.052995, 13.7435833 51.052998, 13.7435505 51.0530208, 13.7435102 51.0529966, 13.7434954 51.0530059, 13.743466 51.0529883, 13.7433232 51.0528971, 13.7433312 51.0528925, 13.7431595 51.0527942, 13.7430874 51.0527491, 13.7433364 51.0525813))",nur während Sonderausstellungen geöffnet,,heritage,,,,,Kunsthalle im Lipsiusbau,Q828334,,,,yes,Q96786,,,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://lipsiusbau.skd.museum/,,,,,,,Q96786,,,,,,,,,,2024-08-22,,Tu-Su 10:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,Constantin Lipsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243997049,"POLYGON ((13.7457254 51.0530073, 13.7457161 51.053003, 13.7457239 51.0529963, 13.7457333 51.0530006, 13.7457254 51.0530073))",,yes,memorial,https://commons.wikimedia.org/wiki/File:B%C3%B6ttger-Stein.jpg,,,obelisk,Johann Friedrich Böttger Denkmal,Q110626571,,1982,,,,,,,,artwork,,,,,,,,Peter Makolies,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243997317,"POLYGON ((13.7445649 51.0527232, 13.7445455 51.0527196, 13.7445294 51.0527062, 13.7445207 51.0526919, 13.7445185 51.0526749, 13.7445268 51.0526589, 13.7445397 51.0526481, 13.7445571 51.0526439, 13.744576 51.0526487, 13.7445864 51.0526571, 13.7445968 51.0526689, 13.7446014 51.0526806, 13.744602 51.0526933, 13.7445963 51.0527071, 13.7445831 51.0527188, 13.7445649 51.0527232))",,,memorial,https://commons.wikimedia.org/wiki/File%3ALudwigRichterDenkmal3.jpg,,bronze,statue,Ludwig Richter Denkmal,Q110626706,,2013,,,,,,,,,,,,,,,,Victor Eugen Kircheisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243997397,"POLYGON ((13.7439043 51.0527087, 13.7439308 51.0526927, 13.7439565 51.0527095, 13.7439299 51.0527255, 13.7439043 51.0527087))",,yes,memorial,https://commons.wikimedia.org/wiki/File%3ADresden_Semper-Statue_2.jpg,,,statue,Gottfried Semper Denkmal,Q15056389,,1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q61342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,244247409,"POLYGON ((13.742398 51.0521374, 13.7423939 51.0521762, 13.7424001 51.0521765, 13.7423981 51.052199, 13.7422067 51.0521922, 13.7422027 51.052225, 13.7422043 51.0522569, 13.7423956 51.0522636, 13.742484 51.0522669, 13.7426082 51.0522701, 13.7426082 51.0522734, 13.742653 51.0522744, 13.7427635 51.0522771, 13.7427788 51.0522691, 13.7427975 51.0520191, 13.7427455 51.0520172, 13.74272 51.0520156, 13.742655 51.0520125, 13.7426546 51.0520139, 13.7426275 51.0520132, 13.7426276 51.0520145, 13.7425621 51.0520128, 13.7425498 51.0520106, 13.7425019 51.0520089, 13.7425016 51.0520105, 13.7424747 51.0520098, 13.7424751 51.0520111, 13.7424157 51.0520097, 13.7422319 51.0520023, 13.7422276 51.0520315, 13.7422245 51.0520678, 13.7424109 51.0520743, 13.742409 51.0520989, 13.7424021 51.0520986, 13.742398 51.0521374))",,,castle,https://commons.wikimedia.org/wiki/File%3ACoselpalais.jpg,,,,Coselpalais,Q1135999,,1764 / 2000,,,Q1712680,,,,,,,,,,,,,,de:Coselpalais,,,,,,,,,,,,,,,,,,,,,https://www.coselpalais-dresden.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,palace,,,,,,Julius Heinrich Schwarze,baroque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,245999171,"POLYGON ((13.7427424 51.0503307, 13.7427474 51.0503343, 13.7430044 51.0502143, 13.743021 51.050228, 13.7430815 51.0502003, 13.7431267 51.0501796, 13.7431723 51.0501587, 13.743225 51.0501356, 13.7432069 51.0501201, 13.7434641 51.0499999, 13.7433854 51.049933, 13.7433083 51.0498674, 13.7431304 51.0499503, 13.7430859 51.0499112, 13.7430645 51.0499112, 13.7430328 51.0499266, 13.7430282 51.0499215, 13.7430242 51.0499185, 13.7430172 51.0499148, 13.7430099 51.0499121, 13.7430006 51.0499103, 13.7429905 51.0499095, 13.7429829 51.0499097, 13.7429778 51.0499105, 13.7429711 51.049912, 13.7429657 51.0499143, 13.7429602 51.0499102, 13.7428626 51.0499559, 13.7427539 51.0500075, 13.742748 51.0500117, 13.7427448 51.0500154, 13.7427409 51.0500212, 13.7427403 51.0500252, 13.7427401 51.0500296, 13.7427412 51.0500361, 13.7427429 51.0500403, 13.7427578 51.0500544, 13.7427234 51.0500709, 13.7427232 51.0500805, 13.7427694 51.0501188, 13.7425915 51.0502011, 13.7425964 51.0502055, 13.7427424 51.0503307))",,4,building,https://commons.wikimedia.org/wiki/File:Landhausstr.5.jpg,,,,Landhaus,Q1630350,,,,,Q111198;Q1079893,,,,,,lfd,,,,,,,,de:Landhaus (Dresden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dresden,DE,2,,Wilsdruffer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,#D68A6A,,hipped,,,,,,,,,,,,,"Friedrich August Krubsacius, Christian Gottfried Hahmann",baroque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248200575,"POLYGON ((13.739657 51.0516309, 13.7396695 51.0516449, 13.7396941 51.0516488, 13.7397158 51.0516408, 13.7397233 51.0516228, 13.7397092 51.0516102, 13.7396863 51.0516063, 13.7396635 51.0516135, 13.739657 51.0516309))",,4,yes,https://commons.wikimedia.org/wiki/File%3ASteger%2C_Johann_-_Viktoriabrunnen.JPG,,,,Friedensbrunnen,Q1456686,,1574,fountain,,,,,,,,,,Category:Friedensbrunnen (Dresden),,,,,,de:Friedensbrunnen (Dresden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Türkenbrunnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248661850,"POLYGON ((13.7389912 51.0523998, 13.7389996 51.0524228, 13.7390074 51.052444, 13.7389308 51.0524565, 13.7388637 51.052516, 13.7387732 51.0525303, 13.7386813 51.0524974, 13.7386704 51.0524736, 13.7386592 51.0524494, 13.7387068 51.0523962, 13.7388114 51.0523781, 13.7389113 51.0524127, 13.7389912 51.0523998))",,,yes,,,sandstone,,Pferdeschwemme,,1.77,1588,watering_place,,,,,,,,,,File:Pferdeschwemme_im_Dresdner_Stallhof_05.jpg,,,,,,,,,#ABA389,,-1.77,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basin,,,horse pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Buchner,,,,,,,,,,,,,,,,,-1,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339253966,"POLYGON ((13.6200379 51.0863842, 13.6201371 51.0862039, 13.6199905 51.0861729, 13.6200057 51.0861432, 13.6199273 51.0861316, 13.6199092 51.0861651, 13.6198314 51.0861534, 13.6198206 51.0861753, 13.6197751 51.0861651, 13.6197465 51.0862206, 13.6198452 51.0862379, 13.6198959 51.086261, 13.6198505 51.0863389, 13.6198894 51.086365, 13.6200379 51.0863842))",,,castle,https://commons.wikimedia.org/wiki/File%3ACossebaude_Wei%C3%9Fes_Schloss.JPG,,,,Weißes Schloss,Q96739747,,,,,,,,,,,,,Category:Weißes Schloß (Cossebaude),,,,,,de:Weißes Schloss (Dresden-Cossebaude),,,,,,tower,conspicuous,landmark,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
